SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,Credit grant
109680,0,Revolving loans,F,N,Y,0,135000.0,247500.0,12375.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.020713,38.20821917808219,9.153424657534247,21.635616438356163,7.010958904109589,,1,1,0,1,0,0,Sales staff,1.0,3,2,WEDNESDAY,10,0,0,0,0,0,0,Other,0.3191471378754316,0.611241851035802,0.2176285202779586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.7315068493150685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,favorable
109681,0,Cash loans,F,N,Y,0,135000.0,163008.0,16006.5,144000.0,Unaccompanied,Pensioner,Higher education,Married,Municipal apartment,0.0105,67.98904109589041,,12.772602739726027,14.057534246575342,,1,0,0,1,0,0,,2.0,3,3,FRIDAY,12,0,0,0,0,0,0,XNA,0.7301205363256154,0.5947589848878315,0.6075573001388961,0.0825,0.0603,0.996,0.9456,,0.08,0.069,0.375,0.4167,0.0539,,0.08800000000000001,,0.0,0.084,0.0626,0.996,0.9477,,0.0806,0.069,0.375,0.4167,0.0551,,0.0917,,0.0,0.0833,0.0603,0.996,0.9463,,0.08,0.069,0.375,0.4167,0.0548,,0.0896,,0.0,reg oper spec account,block of flats,0.0777,"Stone, brick",No,0.0,0.0,0.0,0.0,3.115068493150685,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0,favorable
109682,0,Cash loans,M,Y,N,1,247500.0,1527579.0,53226.0,1395000.0,Unaccompanied,State servant,Secondary / secondary special,Married,Office apartment,0.008068,45.52602739726027,22.013698630136986,4.008219178082192,0.4410958904109589,3.0,1,1,0,1,0,0,Managers,3.0,3,3,WEDNESDAY,10,0,0,0,0,0,0,Military,0.4073108530219895,0.03144046679943712,,0.0825,0.0845,0.9811,0.7416,0.0291,0.0,0.1379,0.1667,0.2083,0.0149,0.0672,0.0737,0.0,0.0,0.084,0.0877,0.9811,0.7517,0.0293,0.0,0.1379,0.1667,0.2083,0.0152,0.0735,0.0768,0.0,0.0,0.0833,0.0845,0.9811,0.7451,0.0293,0.0,0.1379,0.1667,0.2083,0.0152,0.0684,0.075,0.0,0.0,not specified,block of flats,0.0738,Panel,No,0.0,0.0,0.0,0.0,5.265753424657534,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,favorable
109683,0,Cash loans,F,N,N,0,202500.0,625536.0,22599.0,540000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,54.23835616438356,5.389041095890411,0.8958904109589041,9.164383561643836,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Self-employed,,0.6139404790018347,0.7238369900414456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.1835616438356165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,favorable
109684,0,Cash loans,M,N,Y,0,261000.0,490495.5,50391.0,454500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.016612000000000002,56.032876712328765,13.178082191780822,34.276712328767125,10.627397260273973,,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Housing,,0.34324932682297565,0.7062051096536562,0.168,0.0278,0.9737,0.6396,0.0702,0.0,0.2759,0.1667,0.2083,0.0945,0.1261,0.1217,0.0502,0.0828,0.1712,0.0289,0.9737,0.6537,0.0708,0.0,0.2759,0.1667,0.2083,0.0967,0.1377,0.1268,0.0506,0.0876,0.1697,0.0278,0.9737,0.6444,0.0706,0.0,0.2759,0.1667,0.2083,0.0962,0.1283,0.1239,0.0505,0.0845,reg oper account,block of flats,0.1521,"Stone, brick",No,2.0,2.0,2.0,1.0,-0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,favorable
109685,0,Cash loans,M,Y,Y,1,157500.0,539100.0,29376.0,450000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.019101,44.608219178082194,3.265753424657534,16.86849315068493,12.745205479452055,13.0,1,1,0,1,1,0,Laborers,3.0,2,2,TUESDAY,14,0,0,0,0,1,1,Business Entity Type 2,,0.3476449906413137,0.6769925032909132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,0.7917808219178082,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,favorable
109686,0,Revolving loans,F,Y,Y,0,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.035792000000000004,63.942465753424656,,15.479452054794521,13.75068493150685,4.0,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,XNA,0.29546403328311205,0.7489366873247081,0.326475210066026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.6356164383561644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,favorable
109687,0,Cash loans,F,N,Y,1,121500.0,888840.0,32053.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005313,38.4986301369863,0.6410958904109589,9.98082191780822,1.7917808219178082,,1,1,0,1,0,0,Managers,3.0,2,2,FRIDAY,10,0,0,0,0,0,0,Government,,0.6744529314918589,0.7958031328748403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5.257534246575342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,favorable
109688,1,Cash loans,F,N,Y,0,67500.0,1759500.0,50125.5,1759500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792000000000004,54.391780821917806,,31.443835616438356,9.284931506849315,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.6161098765066156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,8.0,0.0,5.723287671232876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,not favorable
109689,0,Cash loans,F,N,Y,1,202500.0,694773.0,29565.0,621000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.00702,49.25753424657534,3.33972602739726,17.49041095890411,4.126027397260274,,1,1,0,1,0,0,Laborers,2.0,2,2,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.5878824072234715,0.4176829887475435,0.6430255641096323,0.0696,0.0682,0.9901,0.8640000000000001,0.0,0.12,0.1034,0.3333,0.375,0.0379,0.0567,0.0804,0.0,0.0429,0.0473,0.0472,0.9891,0.8563,0.0,0.0806,0.069,0.3333,0.375,0.0336,0.0413,0.0523,0.0,0.0272,0.0703,0.0682,0.9901,0.8658,0.0,0.12,0.1034,0.3333,0.375,0.0386,0.0577,0.0819,0.0,0.0438,reg oper account,block of flats,0.0451,Panel,No,0.0,0.0,0.0,0.0,0.6493150684931507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,favorable
109690,0,Cash loans,F,N,Y,0,1350000.0,427450.5,18238.5,369000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.018634,53.443835616438356,4.295890410958904,19.802739726027397,8.304109589041095,,1,1,0,1,0,0,Accountants,2.0,2,2,TUESDAY,19,0,0,0,0,0,0,Bank,,0.6543444324471146,,0.0742,0.0547,0.9806,0.7348,0.0346,0.08,0.069,0.3333,0.0417,0.0522,0.0605,0.0761,0.0,0.0,0.0756,0.0568,0.9806,0.7452,0.0349,0.0806,0.069,0.3333,0.0417,0.0534,0.0661,0.0792,0.0,0.0,0.0749,0.0547,0.9806,0.7383,0.0348,0.08,0.069,0.3333,0.0417,0.0531,0.0616,0.0774,0.0,0.0,org spec account,block of flats,0.0788,Panel,No,0.0,0.0,0.0,0.0,-0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,favorable
109691,0,Cash loans,F,N,Y,0,202500.0,454500.0,20151.0,454500.0,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,46.23013698630137,12.775342465753425,6.619178082191781,1.1452054794520548,,1,1,0,1,0,1,Laborers,1.0,2,2,TUESDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.3472283449192906,0.3575782958765241,0.4938628816996244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,favorable
109692,0,Cash loans,F,N,N,0,135000.0,472500.0,25303.5,472500.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.006207,46.534246575342465,1.0191780821917809,6.3561643835616435,1.3232876712328767,,1,1,1,1,1,0,Core staff,2.0,2,2,FRIDAY,17,0,0,0,0,0,0,Kindergarten,0.5928503594544753,0.7052342679296125,0.6479768603302221,0.0742,0.0121,0.9856,0.8028,0.0,0.08,0.069,0.3333,0.375,0.0174,0.0605,0.0485,0.0,0.0951,0.0756,0.0126,0.9856,0.8105,0.0,0.0806,0.069,0.3333,0.375,0.0093,0.0661,0.0506,0.0,0.098,0.0749,0.0121,0.9856,0.8054,0.0,0.08,0.069,0.3333,0.375,0.0206,0.0616,0.0495,0.0,0.0983,reg oper account,block of flats,0.0582,Panel,No,1.0,0.0,1.0,0.0,1.6849315068493151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,favorable
109693,0,Cash loans,F,N,Y,0,94500.0,119925.0,11340.0,112500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,57.76164383561644,,12.846575342465753,7.8273972602739725,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,XNA,0.6694083596032465,0.4462304817843258,0.4048783643353997,0.0165,0.0545,0.9856,,,0.0,0.069,0.0417,,0.0078,,0.011000000000000001,,0.0235,0.0168,0.0566,0.9856,,,0.0,0.069,0.0417,,0.008,,0.0114,,0.0248,0.0167,0.0545,0.9856,,,0.0,0.069,0.0417,,0.0079,,0.0112,,0.0239,,block of flats,0.0137,Panel,No,1.0,0.0,1.0,0.0,3.841095890410959,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,6.0,favorable
109694,0,Cash loans,F,N,Y,0,112500.0,144486.0,6493.5,103500.0,Unaccompanied,Working,Secondary / secondary special,Separated,Office apartment,0.030755,55.00821917808219,2.7616438356164386,16.893150684931506,9.131506849315068,,1,1,0,1,0,0,High skill tech staff,1.0,2,2,TUESDAY,11,0,0,0,0,0,0,Business Entity Type 2,,0.15967923350263774,0.5919766183185521,0.0784,0.0924,0.9742,0.6464,0.0366,0.0,0.1724,0.125,0.1667,0.0351,0.053,0.0569,0.0502,0.0594,0.0798,0.0959,0.9742,0.6602,0.0369,0.0,0.1724,0.125,0.1667,0.0359,0.0579,0.0593,0.0506,0.0629,0.0791,0.0924,0.9742,0.6511,0.0368,0.0,0.1724,0.125,0.1667,0.0357,0.0539,0.0579,0.0505,0.0606,reg oper account,block of flats,0.0776,"Stone, brick",No,0.0,0.0,0.0,0.0,3.7260273972602738,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0,favorable
109695,0,Cash loans,M,Y,Y,0,144000.0,485640.0,44671.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,47.92876712328767,6.923287671232877,29.246575342465754,2.745205479452055,28.0,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,9,0,0,0,0,1,1,Telecom,,0.369951621912985,0.5549467685334323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,0.7561643835616438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,favorable
109697,0,Revolving loans,M,Y,N,0,135000.0,247500.0,12375.0,247500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00496,51.84109589041096,,3.786301369863014,6.463013698630137,7.0,1,0,0,1,1,0,,2.0,2,2,TUESDAY,16,0,0,0,0,0,0,XNA,,0.679973907186279,0.622922000268356,0.001,,0.9732,,,,,0.0,,,,0.001,,,0.0011,,0.9732,,,,,0.0,,,,0.0011,,,0.001,,0.9732,,,,,0.0,,,,0.001,,,,terraced house,0.0011,,No,1.0,0.0,1.0,0.0,2.350684931506849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,favorable
109698,0,Cash loans,M,Y,Y,1,202500.0,1033213.5,69048.0,976500.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.010032,23.353424657534248,2.5506849315068494,2.6876712328767125,3.117808219178082,17.0,1,1,0,1,0,1,,3.0,2,2,TUESDAY,4,0,0,0,0,0,0,Industry: type 10,0.14971840923825694,0.43455803586562297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,1.4547945205479451,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,favorable
109699,0,Cash loans,M,Y,Y,1,180000.0,1125000.0,32895.0,1125000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.009657,51.43835616438356,1.9616438356164383,6.035616438356165,6.3561643835616435,15.0,1,1,0,1,1,0,Security staff,3.0,2,2,MONDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.4291069694061603,0.3979463219016906,0.0825,0.0929,0.9806,0.7348,0.0449,0.0,0.2069,0.1667,0.2083,0.0738,0.0672,0.0844,0.0,0.0,0.084,0.0965,0.9806,0.7452,0.0453,0.0,0.2069,0.1667,0.2083,0.0755,0.0735,0.0879,0.0,0.0,0.0833,0.0929,0.9806,0.7383,0.0452,0.0,0.2069,0.1667,0.2083,0.0751,0.0684,0.0859,0.0,0.0,reg oper account,block of flats,0.0909,Panel,No,1.0,0.0,1.0,0.0,4.076712328767123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,favorable
109701,1,Cash loans,M,N,Y,1,166500.0,588874.5,28773.0,414000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.035792000000000004,31.068493150684933,1.5123287671232877,0.33424657534246577,2.063013698630137,,1,1,0,1,0,0,Laborers,3.0,2,2,TUESDAY,16,0,0,0,0,0,0,Self-employed,,0.08678522114733833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.7150684931506849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,not favorable
109702,0,Cash loans,M,Y,Y,0,157500.0,254700.0,25321.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.030755,28.706849315068492,2.5561643835616437,0.9068493150684932,2.802739726027397,4.0,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,15,0,1,1,0,1,1,Other,0.20307182502883567,0.6284653142264173,0.4101025731788671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.9013698630136986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,1.0,3.0,favorable
109703,0,Cash loans,M,N,Y,0,157500.0,682875.0,32980.5,589500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019101,39.70958904109589,1.8657534246575342,21.03287671232877,12.326027397260274,,1,1,0,1,0,0,,2.0,2,2,MONDAY,10,0,0,0,0,0,0,Self-employed,,0.452815786337589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,favorable
109704,0,Revolving loans,F,Y,Y,2,90000.0,270000.0,13500.0,270000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.007120000000000001,42.202739726027396,6.4520547945205475,0.8356164383561644,4.249315068493151,11.0,1,1,0,1,0,0,High skill tech staff,4.0,2,2,TUESDAY,14,0,0,0,0,0,0,Trade: type 6,0.8568605048178611,0.2622583692422573,0.6263042766749393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,6.8931506849315065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0,favorable
109705,0,Cash loans,F,N,Y,1,135000.0,849415.5,37543.5,697500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.006629,54.917808219178085,,13.6,9.07945205479452,,1,0,0,1,0,0,,3.0,2,2,SATURDAY,6,0,0,0,0,0,0,XNA,,0.7461759062135301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,4.586301369863014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,favorable
109706,0,Cash loans,M,N,Y,1,270000.0,332946.0,17127.0,238500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.006207,33.556164383561644,8.232876712328768,22.663013698630138,9.942465753424658,,1,1,0,1,0,1,Laborers,3.0,2,2,SATURDAY,12,0,0,0,0,1,1,Self-employed,0.5083774726687431,0.4338757582682516,0.2250868621163805,0.0933,0.0164,0.9886,0.8436,0.0137,0.0,0.2069,0.1667,0.2083,0.0521,0.0756,0.0906,0.0039,0.0345,0.0945,0.017,0.9886,0.8497,0.0139,0.0,0.2069,0.1667,0.2083,0.0533,0.0826,0.0944,0.0039,0.0365,0.0942,0.0164,0.9886,0.8457,0.0138,0.0,0.2069,0.1667,0.2083,0.053,0.077,0.0922,0.0039,0.0352,reg oper account,block of flats,0.0712,Panel,No,4.0,0.0,4.0,0.0,4.027397260273973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,favorable
109707,0,Cash loans,M,Y,N,0,171000.0,1035832.5,30415.5,904500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,53.13972602739726,0.2876712328767123,2.8164383561643835,6.923287671232877,6.0,1,1,1,1,0,0,Laborers,2.0,1,1,SATURDAY,13,0,1,1,0,1,1,Self-employed,,0.5028719721356106,,0.2948,0.0306,0.9985,,,0.24,0.1034,0.4583,,0.0843,,0.315,,0.094,0.3004,0.0318,0.9985,,,0.2417,0.1034,0.4583,,0.0862,,0.3282,,0.0995,0.2977,0.0306,0.9985,,,0.24,0.1034,0.4583,,0.0857,,0.3207,,0.096,,block of flats,0.2682,Monolithic,No,1.0,0.0,1.0,0.0,1.6465753424657534,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,favorable
109708,0,Cash loans,M,Y,Y,1,225000.0,900000.0,45954.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.019101,39.010958904109586,2.484931506849315,8.183561643835617,9.608219178082193,10.0,1,1,0,1,0,0,Managers,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Self-employed,,0.6461537884602686,0.813917469762627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.5178082191780822,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,favorable
109710,0,Revolving loans,F,N,Y,0,135000.0,225000.0,11250.0,225000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.019689,52.6958904109589,14.884931506849314,24.024657534246575,7.038356164383561,,1,1,0,1,0,0,Managers,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Self-employed,,0.6093799673637084,0.5046813193144684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.4547945205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,favorable
109711,0,Cash loans,F,Y,Y,3,112500.0,813195.0,31779.0,702000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.020246,38.41095890410959,1.063013698630137,10.326027397260274,9.161643835616438,16.0,1,1,0,1,1,0,Laborers,5.0,3,3,MONDAY,11,0,0,0,0,1,1,Industry: type 3,0.431575040986333,0.09145105247562832,0.22383131747015547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,0.7726027397260274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,favorable
109712,0,Cash loans,M,Y,N,0,225000.0,412794.0,33097.5,382500.0,Unaccompanied,Commercial associate,Higher education,Married,With parents,0.003069,37.276712328767125,5.038356164383561,10.169863013698631,5.4,6.0,1,1,0,1,0,0,Managers,2.0,3,3,FRIDAY,17,0,0,0,0,0,0,Other,,0.4535636053281183,0.09507039584133267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,4.3863013698630136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,favorable
109713,0,Cash loans,F,N,Y,0,112500.0,508495.5,21541.5,454500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.010643,54.4986301369863,3.4246575342465753,26.427397260273974,4.947945205479452,,1,1,0,1,0,0,Medicine staff,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,Medicine,,0.2897707441559077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.084931506849315,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,favorable
